What is the primary purpose of the Spring Framework in Java development?,"It is an open-source framework for building enterprise Java applications, simplifying development by providing a comprehensive programming and configuration model."
"In Spring, what mechanism is used to manage object creation and their dependencies, removing the need for manual instantiation?",Dependency Injection (DI).
What is the recommended and most common type of dependency injection in Spring?,"Constructor Injection, because it ensures that an object is created with all its required dependencies and supports immutability."
"The annotation `@Autowired` placed directly on a class field (e.g., `private final StudentRepository repository;`) is an example of what type of injection?",Field Injection.
Why is field injection generally not recommended in Spring?,"It can lead to issues with testing (requiring reflection to set mocks) and can hide the true dependencies of a class, making the code harder to maintain."
"When you have multiple beans of the same type, how can you specify which one to inject?",By using the `@Qualifier` annotation along with `@Autowired` to specify the bean name.
"Alternatively, if you have multiple beans of the same type, which annotation can you place on one bean's definition to make it the default choice for injection?",The `@Primary` annotation.
What is a 'Spring Boot Starter'?,"A set of convenient dependency descriptors that you can include in your application to get all the necessary dependencies for a specific functionality, like 'spring-boot-starter-web'."
"Which file is used in a Maven project to manage project dependencies, build information, and metadata?",The `pom.xml` file.
"In a `pom.xml`, the `<groupId>` typically represents the _____, while the `<artifactId>` represents the _____.",company or organization; project or module name
What is the purpose of the `spring-boot-starter-validation` dependency?,"It provides support for data validation using annotations from the Jakarta Bean Validation API, such as `@NotEmpty`, `@Email`, and `@Size`."
"In a Spring Boot application, what is the role of the `application.properties` or `application.yml` file?","It is used to configure the application, such as setting the server port, database connection details, and other custom properties."
How can you define environment-specific configurations in Spring Boot?,"By creating profile-specific property files, such as `application-dev.properties` or `application-test.yml`, and activating the corresponding profile."
The _____ annotation marks a class that provides bean definitions to the Spring application context.,`@Configuration`
Which annotation is used on a method within a `@Configuration` class to declare a Spring Bean?,The `@Bean` annotation.
What is the generic stereotype annotation that indicates a class is a Spring-managed component?,`@Component`.
What are the three specialized versions of the `@Component` annotation for specific layers?,"`@Service` (for the business layer), `@Repository` (for the data access layer), and `@RestController` (for the presentation/web layer)."
What is REST (Representational State Transfer)?,"An architectural style for creating web services that defines constraints, such as being client-server, stateless, and cachable, using standard HTTP methods."
"In REST API design, what is the convention for naming resource endpoints (e.g., for users or products)?","Use plural nouns, such as `/users` or `/products`."
Which HTTP method is idempotent and used to retrieve data from a server?,`GET`.
"Which HTTP method is used to create a new resource on the server, with the data included in the request body?",`POST`.
Which HTTP method is used to completely update an existing resource?,`PUT`.
Which HTTP method is used to delete a resource specified by a URL?,`DELETE`.
"An HTTP status code in the 2xx range, such as `200 OK` or `201 Created`, indicates what?","The request was successfully received, understood, and accepted."
What does the HTTP status code `201 Created` signify?,The request has been fulfilled and has resulted in one or more new resources being created.
"An HTTP status code in the 4xx range, such as `404 Not Found` or `400 Bad Request`, indicates what?","A client-side error, meaning the request contains bad syntax or cannot be fulfilled."
What does the HTTP status code `401 Unauthorized` mean?,The request has not been applied because it lacks valid authentication credentials for the target resource.
What does the HTTP status code `403 Forbidden` mean?,"The server understood the request but refuses to authorize it, meaning the authenticated user does not have the necessary permissions."
"An HTTP status code in the 5xx range, such as `500 Internal Server Error`, indicates what?","A server-side error, meaning the server failed to fulfill an apparently valid request."
"In Spring MVC, which annotation combines `@Controller` and `@ResponseBody` to create a controller for RESTful services?",`@RestController`.
Which annotation is used to map HTTP GET requests onto specific handler methods?,`@GetMapping`.
"To extract a value from the URL path, such as the `id` in `/products/{id}`, which annotation would you use on a method parameter?",`@PathVariable`.
"To extract a query parameter from the URL, such as `brand` in `/products?brand=Apple`, which annotation would you use on a method parameter?",`@RequestParam`.
"Which annotation binds the body of an HTTP request to a method parameter, typically a DTO or domain object?",`@RequestBody`.
What is JPA (Java Persistence API)?,"A Java specification that describes the management of relational data in Java applications, providing an object-relational mapping (ORM) facility."
The `@Entity` annotation is used to specify that a class is an entity and is mapped to a _____ in the database.,table
Which annotation is used to specify the primary key of an entity?,`@Id`.
Which annotation is used to configure the way the ID is generated for an entity?,`@GeneratedValue`.
What does the generation strategy `GenerationType.IDENTITY` mean?,"It indicates that the persistence provider must assign primary keys for the entity using a database identity column, relying on the database's auto-increment feature."
"To map a many-to-one relationship (e.g., many Products belong to one Category), which annotation is used on the 'many' side?",`@ManyToOne`.
"To map a one-to-many relationship (e.g., one Product has many Images), which annotation is used on the 'one' side?",`@OneToMany`.
"In a bidirectional `@OneToMany` relationship, what is the purpose of the `mappedBy` attribute?",It indicates that the 'many' side of the relationship is the owner and specifies the field in the child entity that maps back to the parent.
What is the purpose of `CascadeType.ALL` in a JPA relationship annotation?,"It propagates all persistence operations (e.g., save, update, delete) from the parent entity to the associated child entities."
What is the purpose of the DTO (Data Transfer Object) pattern?,"To transfer data between different layers of an application, decoupling the service/API layer from the internal database entity structure."
"In Spring Data JPA, what interface do you extend to create a repository that provides CRUD operations for a specific entity?","`JpaRepository<T, ID>`."
How does Spring Data JPA create query implementations from repository method names like `findByCategoryName(String categoryName)`?,It parses the method name and automatically generates the corresponding JPQL or SQL query based on a defined naming convention.
What is Spring Security?,A powerful and highly customizable authentication and access-control framework for securing Spring-based applications.
"In Spring Security, the _____ is the main entry point for web security, allowing you to configure CORS, CSRF, session management, and rules for protected resources.",`SecurityFilterChain`
What is a JWT (JSON Web Token)?,"A compact, URL-safe standard for creating access tokens that assert a number of claims, used for stateless authentication."
A JWT consists of three parts separated by dots. What are they?,"Header, Payload, and Signature."
"In Spring Security, what is the role of the `UserDetailsService` interface?","To load user-specific data (like username, password, and authorities) from a persistent store."
"The implementation of the `UserDetails` interface represents a core piece of user information, containing methods like `getUsername()`, `getPassword()`, and `getAuthorities()`.",True.
What is the purpose of a `OncePerRequestFilter` in a Spring Security context?,"It is a base class for filters that are guaranteed to be executed only once per request within a single request thread, commonly used for processing authentication tokens like JWTs."
The `@EnableWebSecurity` annotation is used to enable _____ for a Spring Boot application.,Spring's web security support
"In Spring Security, what is the purpose of the `PasswordEncoder`?","To perform a one-way transformation on a password to securely store it, typically using hashing algorithms like BCrypt."
