What is the primary purpose of Spring Security in a Spring application?,"It offers a highly customizable way of implementing authentication, authorization, and protection against common attacks."
The process by which an application identifies a user (a person or another application) is called _____.,authentication
What is the term for the process of deciding what an identified user is allowed to do within an application?,Authorization.
"In Spring Security's default configuration, what username is used and how is the password generated?","The default username is 'user', and a random UUID password is generated and printed to the console on application startup."
"Which component in Spring Security's architecture is responsible for managing user details, such as retrieving a user by username?",The `UserDetailsService`.
What is the role of the `PasswordEncoder` in the Spring Security authentication process?,It is responsible for encoding a password and verifying if a raw password matches an existing encoded one.
"To override Spring Boot's default user management, you can define a bean of type _____ in your configuration.",`UserDetailsService`
What is the purpose of the `NoOpPasswordEncoder` and why should it not be used in production?,It treats passwords as plain text without any encoding; it is insecure for production environments.
"In Spring Security, what type of bean must be defined to customize authentication methods and endpoint authorization rules?",A bean of type `SecurityFilterChain`.
What contract (interface) must a class implement to represent a user in a way that Spring Security understands?,The `UserDetails` interface.
"In the `UserDetails` contract, what does the `getAuthorities()` method return?","A collection of `GrantedAuthority` instances, representing the privileges a user has."
What is the primary difference between `InMemoryUserDetailsManager` and `JdbcUserDetailsManager`?,"`InMemoryUserDetailsManager` stores user credentials in memory, while `JdbcUserDetailsManager` uses a database to manage users."
The `PasswordEncoder` interface declares two primary abstract methods. What are they?,"`encode(CharSequence rawPassword)` and `matches(CharSequence rawPassword, String encodedPassword)`."
Which implementation of `PasswordEncoder` is recommended for its use of a strong hashing function and is widely used in modern applications?,The `BCryptPasswordEncoder`.
What is the purpose of the `DelegatingPasswordEncoder`?,It allows the use of multiple encoding strategies by delegating to the correct `PasswordEncoder` based on a prefix in the stored password hash.
"In a Spring Security web application, security configurations are primarily applied through a series of _____.",filters
"To add a custom filter before the standard `BasicAuthenticationFilter` in the filter chain, which method of `HttpSecurity` would you use?",The `addFilterBefore()` method.
What is the purpose of extending `OncePerRequestFilter` instead of directly implementing the `Filter` interface?,"It ensures that the filter's logic is executed only once per request, which is useful for avoiding redundant processing."
"Which core component in Spring Security is responsible for the actual logic of authentication, often delegating to a `UserDetailsService` and `PasswordEncoder`?",The `AuthenticationProvider`.
"After a successful authentication, where does Spring Security store the `Authentication` object for the duration of the request?",In the `SecurityContext`.
What is the default strategy used by `SecurityContextHolder` to manage the `SecurityContext` in a standard web application?,"`MODE_THREADLOCAL`, which associates the security context with the current thread of execution."
"When using `@Async` methods, which `SecurityContextHolder` strategy should be used to propagate the security context to the new thread?",`MODE_INHERITABLETHREADLOCAL`.
How does form-based login (`formLogin()`) differ from HTTP Basic authentication (`httpBasic()`) in terms of user experience?,"`formLogin()` redirects the user to an HTML login page, while `httpBasic()` uses the browser's native pop-up for credentials."
"In endpoint authorization, what is the difference between an authority and a role?","Authorities are fine-grained permissions (e.g., 'READ'), while roles are coarse-grained groupings of authorities, conventionally prefixed with 'ROLE_' (e.g., 'ROLE_ADMIN')."
Which method would you use in an authorization rule to specify that a user must have the 'WRITE' authority to access an endpoint?,The `hasAuthority('WRITE')` method.
What does the `anyRequest().authenticated()` configuration achieve?,It specifies that any request to any endpoint in the application must be from an authenticated user.
"To apply authorization rules to specific endpoints based on their path, which matcher method is used?",The `requestMatchers()` method.
"In a path expression for `requestMatchers()`, what does the `**` wildcard represent?",It matches zero or more path segments.
What is a Cross-Site Request Forgery (CSRF) attack?,An attack that tricks a logged-in user into submitting a malicious request to a web application on their behalf without their knowledge.
How does Spring Security's default CSRF protection work?,"It requires a unique, server-generated token (the CSRF token) to be included in all state-changing requests (e.g., POST, PUT, DELETE)."
"By default, which HTTP methods are exempt from Spring Security's CSRF protection?","GET, HEAD, TRACE, and OPTIONS."
What does CORS stand for and what problem does it solve?,"Cross-Origin Resource Sharing; it allows a web application from one origin (domain) to request resources from a different origin, which is normally blocked by browsers."
Which HTTP header is central to the CORS mechanism for specifying which origins are allowed to access a resource?,The `Access-Control-Allow-Origin` header.
What is the purpose of a CORS preflight request?,"It is an OPTIONS request sent by the browser before the actual request to check if the server supports the intended CORS protocol, method, and headers."
What is method security in Spring Security?,"It is a feature that allows you to apply authorization rules directly to method invocations within any layer of your application, not just at the web endpoint level."
"To enable method-level security in a Spring Boot application, what annotation must be added to a configuration class?",The `@EnableMethodSecurity` annotation.
The _____ annotation is used to apply authorization rules that are checked *before* a secured method is executed.,`@PreAuthorize`
What is the purpose of the `@PostAuthorize` annotation in method security?,"It applies authorization rules *after* the method has been executed, allowing rules to be based on the method's return value."
"In a method security SpEL expression, how do you refer to the value returned by the method?",You use the keyword `returnObject`.
"For complex authorization logic that cannot be expressed in a simple SpEL expression, you can implement the _____ interface.",`PermissionEvaluator`
What does the `@PreFilter` annotation do?,"It filters a collection or array passed as a method argument, removing elements that do not match a given SpEL expression before the method body is executed."
"In a pre-filtering or post-filtering SpEL expression, what keyword is used to refer to each individual element of the collection being filtered?",`filterObject`.
Why is using `@PostFilter` on a Spring Data repository method that retrieves all records from a table generally a bad practice for performance?,"It fetches all records from the database into application memory first, and only then filters them, which is highly inefficient for large datasets."
What are the four main actors in an OAuth 2 system?,"The user, the client, the authorization server, and the resource server."
"In OAuth 2, what is the role of the Authorization Server?","It authenticates the user and the client, and issues access tokens that the client can use to access protected resources."
